BGRI11,BGRI11_M1LABELS_LP_AdjMatGeoNetDist
01050600207,80.0
01051300402,90.0
01051300409,90.0
01050400208,9.0
01050400207,9.0
01051201003,107.0
01100300601,122.0
01050500513,16.0
01051201301,41.0
01100300106,48.0
01050501805,63.0
01050500903,84.0
01050501103,63.0
01050501102,20.0
01050500505,17.0
01050500809,59.0
01050500504,17.0
01051300302,63.0
01051201705,45.0
01051201802,45.0
01050600410,111.0
01050600409,31.0
01051300502,66.0
01100301009,48.0
01051201801,45.0
01050600504,103.0
01050600304,111.0
01100300207,50.0
01050400401,9.0
01051300408,90.0
01051300601,91.0
01050600408,31.0
01100301008,48.0
01050600503,103.0
01051200908,45.0
01100301007,48.0
01050600407,31.0
01051200907,45.0
01050600502,26.0
01100300206,50.0
01100300205,50.0
01051300501,60.0
01050600206,31.0
01100300412,48.0
01050600303,111.0
01100301204,48.0
01050600205,110.0
01051200906,45.0
01051200905,45.0
01051201704,43.0
01050600406,109.0
01100300411,48.0
01051300209,66.0
01100300111,50.0
01100301006,48.0
01100301203,48.0
01051201107,106.0
01051201106,106.0
01050501910,60.0
01100300105,48.0
01050501909,60.0
01051200109,102.0
01050501804,82.0
01051201202,42.0
01050501908,60.0
01100300501,122.0
01051200108,41.0
01051200107,102.0
01051200110,41.0
01050501911,60.0
01051201105,41.0
01051200512,41.0
01051201002,107.0
01051201104,107.0
01050501907,60.0
01050501906,60.0
01100300308,48.0
01100300104,48.0
01050501905,60.0
01050501904,60.0
01051201103,107.0
01051200511,101.0
01051201102,41.0
01051200106,41.0
01050500908,16.0
01051201201,42.0
01100300307,48.0
01100300306,48.0
01051300401,60.0
01100301601,48.0
01100300204,51.0
01100301501,122.0
01100301401,122.0
01100300802,49.0
01050600405,109.0
01050600204,31.0
01051201703,43.0
01051200903,45.0
01100300905,122.0
01100301103,122.0
01051300207,66.0
01051300208,60.0
01051201702,26.0
01050600501,57.0
01100300322,48.0
01051201701,26.0
01051300206,66.0
01051300205,66.0
01050600302,109.0
01100300410,48.0
01051300301,85.0
01051300204,60.0
01100300110,48.0
01050501809,92.0
01100301202,55.0
01100301301,48.0
01050600203,31.0
01050500514,16.0
01051201604,109.0
01050600403,31.0
01051300203,60.0
01100301102,122.0
01050501916,16.0
01050600402,109.0
01050600401,31.0
01100300904,122.0
01100301005,48.0
01050501915,60.0
01051200105,101.0
01051200104,41.0
01050501703,45.0
01050501903,60.0
01051201101,41.0
01051200103,101.0
01050501902,60.0
01051201001,107.0
01100300103,48.0
01050501803,63.0
01051200102,101.0
01051200510,101.0
01100300305,48.0
01051200802,107.0
01100300304,48.0
01100300401,48.0
01051200606,107.0
01100300303,48.0
01051200509,101.0
01050500907,83.0
01051200702,107.0
01051200901,43.0
01050700202,94.0
01050700117,74.0
01050700201,94.0
01100400215,131.0
01050100811,4.0
01100400104,131.0
01050100703,4.0
01100200709,119.0
01050800202,96.0
01050100714,4.0
01051000508,126.0
01100300102,48.0
01051200508,101.0
01050501604,60.0
01051200507,101.0
01050500906,60.0
01051200801,107.0
01051200101,101.0
01050501504,107.0
01051200506,101.0
01051200505,101.0
01050600112,55.0
01051200605,107.0
01050501901,16.0
01051300202,66.0
01051300201,66.0
01100300321,48.0
01100300409,48.0
01100301004,48.0
01050600301,109.0
01051300102,91.0
01100301003,48.0
01100300903,122.0
01100301201,48.0
01100300320,48.0
01100301002,48.0
01050600202,80.0
01100300408,48.0
01051300101,91.0
01050400206,16.0
01100300706,122.0
01100300705,122.0
01100301101,122.0
01100300902,122.0
01100301001,48.0
01100300319,48.0
01100300203,48.0
01051201319,41.0
01051201507,109.0
01051201422,40.0
01050501919,60.0
01050400301,16.0
01051201421,40.0
01100300901,122.0
01100300605,122.0
01051201420,40.0
01100300407,48.0
01100300318,48.0
01051201318,41.0
01051201317,41.0
01050501918,63.0
01051201603,103.0
01051201316,40.0
01050501503,107.0
01050501802,63.0
01051200701,107.0
01050500512,16.0
01051200504,101.0
01051200503,101.0
01051200604,19.0
01051200406,107.0
01050500608,84.0
01050500503,17.0
01050500502,17.0
01050500808,89.0
01050500807,59.0
01050500902,83.0
01050500806,59.0
01050500805,59.0
01050501101,20.0
01050501002,89.0
01050500804,89.0
01050501001,59.0
01050500803,89.0
01050500607,17.0
01050500501,17.0
01050501309,82.0
01050501701,82.0
01050501308,82.0
01050501307,82.0
01051200402,101.0
01100300302,48.0
01050501306,82.0
01051200401,101.0
01051200206,101.0
01050501108,63.0
01050501408,82.0
01050501305,82.0
01050501601,60.0
01050501407,14.0
01050501304,82.0
01050501501,18.0
01050501406,82.0
01100300301,48.0
01051200205,101.0
01050501303,82.0
01051201315,41.0
01100300317,48.0
01100300704,122.0
01051201314,41.0
01100300506,122.0
01050501917,63.0
01050501808,63.0
01100300406,48.0
01051201419,40.0
01051201418,40.0
01100300316,48.0
01051201506,109.0
01051201417,102.0
01100300315,48.0
01051201313,41.0
01051201416,40.0
01100300109,48.0
01051201415,40.0
01100300405,48.0
01051200902,45.0
01051201414,40.0
01051201312,40.0
01051201413,40.0
01051201311,41.0
01051201602,103.0
01051201412,40.0
01051201310,41.0
01051201601,105.0
01051201411,40.0
01051201309,41.0
01051201006,43.0
01050600113,108.0
01051201410,40.0
01050501807,85.0
01051201409,102.0
01051201308,41.0
01100300404,48.0
01050500802,59.0
01050700114,94.0
01051400214,73.0
01051400115,98.0
01051400306,72.0
01050900215,98.0
01050800711,33.0
01050900214,98.0
01051400114,32.0
01100402305,56.0
01100402013,75.0
01100402304,56.0
01050900213,98.0
01050800710,33.0
01100402010,75.0
01050900212,98.0
01050800709,2.0
01100402303,56.0
01100402302,2.0
01050900204,127.0
01100401006,78.0
01100401809,77.0
01050800509,35.0
01100401904,76.0
01050900203,69.0
01100401808,75.0
01100100205,123.0
01100401807,77.0
01100100204,123.0
01050900115,69.0
01050900114,127.0
01100100203,123.0
01050101209,2.0
01050900113,127.0
01050900116,127.0
01050101313,2.0
01100401005,2.0
01100401806,77.0
01050101312,2.0
01100100202,123.0
01100401805,75.0
01050800601,35.0
01100401804,75.0
01050101208,2.0
01050800508,70.0
01100200602,81.0
01100400203,81.0
01100200416,81.0
01051301207,65.0
01050100501,1.0
01050100405,5.0
01100200305,119.0
01050100404,21.0
01050400806,116.0
01051000306,21.0
01100200415,81.0
01100400101,131.0
01051000305,21.0
01100200414,81.0
01050100511,5.0
01100100103,123.0
01100100119,123.0
01100400602,131.0
01100302320,50.0
01100400201,81.0
01100400204,81.0
01100400205,81.0
01100302321,81.0
01100400210,81.0
01100400209,81.0
01100400218,123.0
01100400217,131.0
